Categoría,Subcategoría,Concepto o duda,Variante de búsqueda usada,Fuente,URL exacta,Nombre normalizado de la fuente en NotebookLM,Estado,Método de incorporación,Ruta del DOCX puente si procede,Error de importación si procede,Breve descripción de utilidad didáctica,Prioridad,Ejemplo de pregunta del alumno,Modo pedagógico recomendado,Tipo de duda,Fecha de consulta,Referencia bibliográfica APA
léxico/semántica,precisión léxica y préstamos,trillionaire es billonario,site:fundeu.es/recomendacion trillionaire es billonario,FundéuRAE,https://www.fundeu.es/recomendacion/trillionaire-billonario-trillonario/,Léxico y semántica — FundéuRAE — trillionaire es billonario,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar trillionaire es billonario.",media,¿Cómo se aplica correctamente el criterio de trillionaire es billonario en mi frase?,guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). trillionaire es billonario. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/trillionaire-billonario-trillonario/"
léxico/semántica,precisión léxica y préstamos,Ghana y Gana,site:fundeu.es/recomendacion Ghana y Gana,FundéuRAE,https://www.fundeu.es/recomendacion/ghanes-ghana-gana-ganes/,Léxico y semántica — FundéuRAE — Ghana y Gana,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar Ghana y Gana.",media,¿Cómo se aplica correctamente el criterio de Ghana y Gana en mi frase?,guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). Ghana y Gana. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/ghanes-ghana-gana-ganes/"
léxico/semántica,precisión léxica y préstamos,"Uzbekistán, grafías","site:fundeu.es/recomendacion Uzbekistán, grafías",FundéuRAE,https://www.fundeu.es/recomendacion/uzbekistan-andiyan/,"Léxico y semántica — FundéuRAE — Uzbekistán, grafías",añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar Uzbekistán, grafías.",media,"¿Cómo se aplica correctamente el criterio de Uzbekistán, grafías en mi frase?",guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). Uzbekistán, grafías. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/uzbekistan-andiyan/"
léxico/semántica,precisión léxica y préstamos,pausa de hidratación,site:fundeu.es/recomendacion pausa de hidratación,FundéuRAE,https://www.fundeu.es/recomendacion/pausa-de-hidratacion-mejor-que-cooling-break/,Léxico y semántica — FundéuRAE — pausa de hidratación,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar pausa de hidratación.",media,¿Cómo se aplica correctamente el criterio de pausa de hidratación en mi frase?,guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). pausa de hidratación. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/pausa-de-hidratacion-mejor-que-cooling-break/"
léxico/semántica,precisión léxica y préstamos,memorando y memorándum,site:fundeu.es/recomendacion memorando y memorándum,FundéuRAE,https://www.fundeu.es/recomendacion/memorando-y-memorandum-formas-validas/,Léxico y semántica — FundéuRAE — memorando y memorándum,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar memorando y memorándum.",media,¿Cómo se aplica correctamente el criterio de memorando y memorándum en mi frase?,guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). memorando y memorándum. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/memorando-y-memorandum-formas-validas/"
estilo,adecuación y redacción,"donación de sangre, claves","site:fundeu.es/recomendacion donación de sangre, claves",FundéuRAE,https://www.fundeu.es/recomendacion/donacion-de-sangre-claves-de-redaccion/,"Estilo — FundéuRAE — donación de sangre, claves",añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar donación de sangre, claves.",media,"¿Cómo se aplica correctamente el criterio de donación de sangre, claves en mi frase?",guiado-aplicado,estilística,2026-06-25,"FundéuRAE. (s. f.). donación de sangre, claves. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/donacion-de-sangre-claves-de-redaccion/"
léxico/semántica,precisión léxica y préstamos,Bosnia y Herzegovina,site:fundeu.es/recomendacion Bosnia y Herzegovina,FundéuRAE,https://www.fundeu.es/recomendacion/bosnio-bosnia-herzegovina/,Léxico y semántica — FundéuRAE — Bosnia y Herzegovina,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar Bosnia y Herzegovina.",media,¿Cómo se aplica correctamente el criterio de Bosnia y Herzegovina en mi frase?,guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). Bosnia y Herzegovina. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/bosnio-bosnia-herzegovina/"
estilo,adecuación y redacción,"Gaudí, claves de redacción","site:fundeu.es/recomendacion Gaudí, claves de redacción",FundéuRAE,https://www.fundeu.es/recomendacion/centenario-de-la-muerte-de-antoni-gaudi-claves-de-redaccion/,"Estilo — FundéuRAE — Gaudí, claves de redacción",añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar Gaudí, claves de redacción.",media,"¿Cómo se aplica correctamente el criterio de Gaudí, claves de redacción en mi frase?",guiado-aplicado,estilística,2026-06-25,"FundéuRAE. (s. f.). Gaudí, claves de redacción. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/centenario-de-la-muerte-de-antoni-gaudi-claves-de-redaccion/"
estilo,adecuación y redacción,"sedes del mundial, claves","site:fundeu.es/recomendacion sedes del mundial, claves",FundéuRAE,https://www.fundeu.es/recomendacion/sedes-del-mundial-de-futbol-claves-de-redaccion/,"Estilo — FundéuRAE — sedes del mundial, claves",añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar sedes del mundial, claves.",media,"¿Cómo se aplica correctamente el criterio de sedes del mundial, claves en mi frase?",guiado-aplicado,estilística,2026-06-25,"FundéuRAE. (s. f.). sedes del mundial, claves. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/sedes-del-mundial-de-futbol-claves-de-redaccion/"
estilo,adecuación y redacción,"mundial de fútbol, claves","site:fundeu.es/recomendacion mundial de fútbol, claves",FundéuRAE,https://www.fundeu.es/recomendacion/mundial-de-futbol-claves-de-redaccion/,"Estilo — FundéuRAE — mundial de fútbol, claves",añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar mundial de fútbol, claves.",media,"¿Cómo se aplica correctamente el criterio de mundial de fútbol, claves en mi frase?",guiado-aplicado,estilística,2026-06-25,"FundéuRAE. (s. f.). mundial de fútbol, claves. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/mundial-de-futbol-claves-de-redaccion/"
léxico/semántica,precisión léxica y préstamos,superviviente a largo plazo,site:fundeu.es/recomendacion superviviente a largo plazo,FundéuRAE,https://www.fundeu.es/recomendacion/superviviente-a-largo-plazo-mejor-que-largo-superviviente/,Léxico y semántica — FundéuRAE — superviviente a largo plazo,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar superviviente a largo plazo.",media,¿Cómo se aplica correctamente el criterio de superviviente a largo plazo en mi frase?,guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). superviviente a largo plazo. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/superviviente-a-largo-plazo-mejor-que-largo-superviviente/"
sintaxis,construcción y relaciones sintácticas,decoración dopaminérgica,site:fundeu.es/recomendacion decoración dopaminérgica,FundéuRAE,https://www.fundeu.es/recomendacion/decoracion-dopanigergica-mejor-que-dopamine-decor/,Sintaxis — FundéuRAE — decoración dopaminérgica,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar decoración dopaminérgica.",alta,¿Cómo se aplica correctamente el criterio de decoración dopaminérgica en mi frase?,socrático fuerte,gramatical,2026-06-25,"FundéuRAE. (s. f.). decoración dopaminérgica. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/decoracion-dopanigergica-mejor-que-dopamine-decor/"
léxico/semántica,precisión léxica y préstamos,una vez y una vez que,site:fundeu.es/recomendacion una vez y una vez que,FundéuRAE,https://www.fundeu.es/recomendacion/una-vez-una-vez-que/,Léxico y semántica — FundéuRAE — una vez y una vez que,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar una vez y una vez que.",media,¿Cómo se aplica correctamente el criterio de una vez y una vez que en mi frase?,guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). una vez y una vez que. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/una-vez-una-vez-que/"
ortotipografía,convenciones gráficas,leyes no oficiales en minúscula,site:fundeu.es/recomendacion leyes no oficiales en minúscula,FundéuRAE,https://www.fundeu.es/recomendacion/leyes-grafia-de-los-nombres-no-oficiales/,Ortotipografía — FundéuRAE — leyes no oficiales en minúscula,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar leyes no oficiales en minúscula.",media,¿Cómo se aplica correctamente el criterio de leyes no oficiales en minúscula en mi frase?,consulta directa,ortotipográfica,2026-06-25,"FundéuRAE. (s. f.). leyes no oficiales en minúscula. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/leyes-grafia-de-los-nombres-no-oficiales/"
ortotipografía,convenciones gráficas,selectividad en minúscula,site:fundeu.es/recomendacion selectividad en minúscula,FundéuRAE,https://www.fundeu.es/recomendacion/selectividad-con-minuscula/,Ortotipografía — FundéuRAE — selectividad en minúscula,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar selectividad en minúscula.",media,¿Cómo se aplica correctamente el criterio de selectividad en minúscula en mi frase?,consulta directa,ortotipográfica,2026-06-25,"FundéuRAE. (s. f.). selectividad en minúscula. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/selectividad-con-minuscula/"
léxico/semántica,precisión léxica y préstamos,tabaquismo y consumo de tabaco,site:fundeu.es/recomendacion tabaquismo y consumo de tabaco,FundéuRAE,https://www.fundeu.es/recomendacion/tabaquismo-no-es-consumo-de-tabaco/,Léxico y semántica — FundéuRAE — tabaquismo y consumo de tabaco,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar tabaquismo y consumo de tabaco.",media,¿Cómo se aplica correctamente el criterio de tabaquismo y consumo de tabaco en mi frase?,guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). tabaquismo y consumo de tabaco. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/tabaquismo-no-es-consumo-de-tabaco/"
estilo,adecuación y redacción,"ébola, claves de redacción","site:fundeu.es/recomendacion ébola, claves de redacción",FundéuRAE,https://www.fundeu.es/recomendacion/ebola-claves-para-una-buena-redaccion/,"Estilo — FundéuRAE — ébola, claves de redacción",añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar ébola, claves de redacción.",media,"¿Cómo se aplica correctamente el criterio de ébola, claves de redacción en mi frase?",guiado-aplicado,estilística,2026-06-25,"FundéuRAE. (s. f.). ébola, claves de redacción. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/ebola-claves-para-una-buena-redaccion/"
léxico/semántica,precisión léxica y préstamos,"urgir de, usos","site:fundeu.es/recomendacion urgir de, usos",FundéuRAE,https://www.fundeu.es/recomendacion/urgir-de-usos-propios-e-impropios/,"Léxico y semántica — FundéuRAE — urgir de, usos",añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar urgir de, usos.",media,"¿Cómo se aplica correctamente el criterio de urgir de, usos en mi frase?",guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). urgir de, usos. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/urgir-de-usos-propios-e-impropios/"
gramática,morfología y clases de palabras,género en topónimos,site:fundeu.es/recomendacion género en topónimos,FundéuRAE,https://www.fundeu.es/recomendacion/genero-en-continentes-ciudades-y-paises/,Gramática — FundéuRAE — género en topónimos,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar género en topónimos.",alta,¿Cómo se aplica correctamente el criterio de género en topónimos en mi frase?,socrático fuerte,gramatical,2026-06-25,"FundéuRAE. (s. f.). género en topónimos. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/genero-en-continentes-ciudades-y-paises/"
estilo,adecuación y redacción,"papa León XIV, claves","site:fundeu.es/recomendacion papa León XIV, claves",FundéuRAE,https://www.fundeu.es/recomendacion/visita-del-papa-leon-xiv-a-espana-claves-de-redaccion/,"Estilo — FundéuRAE — papa León XIV, claves",añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar papa León XIV, claves.",media,"¿Cómo se aplica correctamente el criterio de papa León XIV, claves en mi frase?",guiado-aplicado,estilística,2026-06-25,"FundéuRAE. (s. f.). papa León XIV, claves. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/visita-del-papa-leon-xiv-a-espana-claves-de-redaccion/"
léxico/semántica,precisión léxica y préstamos,todas manchadas y todo manchadas,site:fundeu.es/recomendacion todas manchadas y todo manchadas,FundéuRAE,https://www.fundeu.es/recomendacion/todas-manchadas-todo-manchadas-ambas-validas/,Léxico y semántica — FundéuRAE — todas manchadas y todo manchadas,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar todas manchadas y todo manchadas.",media,¿Cómo se aplica correctamente el criterio de todas manchadas y todo manchadas en mi frase?,guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). todas manchadas y todo manchadas. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/todas-manchadas-todo-manchadas-ambas-validas/"
léxico/semántica,precisión léxica y préstamos,batería externa,site:fundeu.es/recomendacion batería externa,FundéuRAE,https://www.fundeu.es/recomendacion/power-bank/,Léxico y semántica — FundéuRAE — batería externa,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar batería externa.",media,¿Cómo se aplica correctamente el criterio de batería externa en mi frase?,guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). batería externa. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/power-bank/"
ortografía,acentuación y grafías,avatar sin tilde,site:fundeu.es/recomendacion avatar sin tilde,FundéuRAE,https://www.fundeu.es/recomendacion/avatar-tilde/,Ortografía — FundéuRAE — avatar sin tilde,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar avatar sin tilde.",alta,¿Cómo se aplica correctamente el criterio de avatar sin tilde en mi frase?,consulta directa,ortográfica,2026-06-25,"FundéuRAE. (s. f.). avatar sin tilde. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/avatar-tilde/"
léxico/semántica,precisión léxica y préstamos,advertir y advertir de,site:fundeu.es/recomendacion advertir y advertir de,FundéuRAE,https://www.fundeu.es/recomendacion/advertir-de-preposicion-significado/,Léxico y semántica — FundéuRAE — advertir y advertir de,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar advertir y advertir de.",media,¿Cómo se aplica correctamente el criterio de advertir y advertir de en mi frase?,guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). advertir y advertir de. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/advertir-de-preposicion-significado/"
estilo,adecuación y redacción,Día Internacional de los Museos,site:fundeu.es/recomendacion Día Internacional de los Museos,FundéuRAE,https://www.fundeu.es/recomendacion/dia-internacional-de-los-museos-claves-de-redaccion/,Estilo — FundéuRAE — Día Internacional de los Museos,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar Día Internacional de los Museos.",media,¿Cómo se aplica correctamente el criterio de Día Internacional de los Museos en mi frase?,guiado-aplicado,estilística,2026-06-25,"FundéuRAE. (s. f.). Día Internacional de los Museos. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/dia-internacional-de-los-museos-claves-de-redaccion/"
léxico/semántica,precisión léxica y préstamos,tomar un break,site:fundeu.es/recomendacion tomar un break,FundéuRAE,https://www.fundeu.es/recomendacion/tomar-un-break-anglicismo-innecesario/,Léxico y semántica — FundéuRAE — tomar un break,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar tomar un break.",media,¿Cómo se aplica correctamente el criterio de tomar un break en mi frase?,guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). tomar un break. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/tomar-un-break-anglicismo-innecesario/"
léxico/semántica,precisión léxica y préstamos,Pekín y Beijing,site:fundeu.es/recomendacion Pekín y Beijing,FundéuRAE,https://www.fundeu.es/recomendacion/pekin-mejor-que-beijing/,Léxico y semántica — FundéuRAE — Pekín y Beijing,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar Pekín y Beijing.",media,¿Cómo se aplica correctamente el criterio de Pekín y Beijing en mi frase?,guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). Pekín y Beijing. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/pekin-mejor-que-beijing/"
léxico/semántica,precisión léxica y préstamos,"mercaurante, redonda","site:fundeu.es/recomendacion mercaurante, redonda",FundéuRAE,https://www.fundeu.es/recomendacion/mercaurante-no-necesita-comillas-ni-cursiva/,"Léxico y semántica — FundéuRAE — mercaurante, redonda",añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar mercaurante, redonda.",media,"¿Cómo se aplica correctamente el criterio de mercaurante, redonda en mi frase?",guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). mercaurante, redonda. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/mercaurante-no-necesita-comillas-ni-cursiva/"
léxico/semántica,precisión léxica y préstamos,condicionante y condición,site:fundeu.es/recomendacion condicionante y condición,FundéuRAE,https://www.fundeu.es/recomendacion/condicionante-no-es-lo-mismo-que-condicion/,Léxico y semántica — FundéuRAE — condicionante y condición,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar condicionante y condición.",media,¿Cómo se aplica correctamente el criterio de condicionante y condición en mi frase?,guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). condicionante y condición. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/condicionante-no-es-lo-mismo-que-condicion/"
léxico/semántica,precisión léxica y préstamos,en concreto o concreta,site:fundeu.es/recomendacion en concreto o concreta,FundéuRAE,https://www.fundeu.es/recomendacion/en-concreto-o-concreta-no-en-concreta/,Léxico y semántica — FundéuRAE — en concreto o concreta,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar en concreto o concreta.",media,¿Cómo se aplica correctamente el criterio de en concreto o concreta en mi frase?,guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). en concreto o concreta. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/en-concreto-o-concreta-no-en-concreta/"
léxico/semántica,precisión léxica y préstamos,ex cathedra y ex cátedra,site:fundeu.es/recomendacion ex cathedra y ex cátedra,FundéuRAE,https://www.fundeu.es/recomendacion/ex-catedraex-cathedra/,Léxico y semántica — FundéuRAE — ex cathedra y ex cátedra,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar ex cathedra y ex cátedra.",media,¿Cómo se aplica correctamente el criterio de ex cathedra y ex cátedra en mi frase?,guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). ex cathedra y ex cátedra. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/ex-catedraex-cathedra/"
léxico/semántica,precisión léxica y préstamos,ingreso mínimo vital,site:fundeu.es/recomendacion ingreso mínimo vital,FundéuRAE,https://www.fundeu.es/recomendacion/ingreso-minimo-vital-con-minusculas/,Léxico y semántica — FundéuRAE — ingreso mínimo vital,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar ingreso mínimo vital.",media,¿Cómo se aplica correctamente el criterio de ingreso mínimo vital en mi frase?,guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). ingreso mínimo vital. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/ingreso-minimo-vital-con-minusculas/"
léxico/semántica,precisión léxica y préstamos,"sospechar que, no de que","site:fundeu.es/recomendacion sospechar que, no de que",FundéuRAE,https://www.fundeu.es/recomendacion/sospechar-algo-no-de-algo-indica-que-se-imagina-eso/,"Léxico y semántica — FundéuRAE — sospechar que, no de que",añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar sospechar que, no de que.",media,"¿Cómo se aplica correctamente el criterio de sospechar que, no de que en mi frase?",guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). sospechar que, no de que. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/sospechar-algo-no-de-algo-indica-que-se-imagina-eso/"
estilo,adecuación y redacción,"hantavirus, claves","site:fundeu.es/recomendacion hantavirus, claves",FundéuRAE,https://www.fundeu.es/recomendacion/brote-de-hantavirus-en-un-crucero-claves-de-redaccion/,"Estilo — FundéuRAE — hantavirus, claves",añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar hantavirus, claves.",media,"¿Cómo se aplica correctamente el criterio de hantavirus, claves en mi frase?",guiado-aplicado,estilística,2026-06-25,"FundéuRAE. (s. f.). hantavirus, claves. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/brote-de-hantavirus-en-un-crucero-claves-de-redaccion/"
léxico/semántica,precisión léxica y préstamos,"dress code, alternativas","site:fundeu.es/recomendacion dress code, alternativas",FundéuRAE,https://www.fundeu.es/recomendacion/dress-code-alternativas-en-espanol/,"Léxico y semántica — FundéuRAE — dress code, alternativas",añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar dress code, alternativas.",media,"¿Cómo se aplica correctamente el criterio de dress code, alternativas en mi frase?",guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). dress code, alternativas. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/dress-code-alternativas-en-espanol/"
ortografía,acentuación y grafías,tilde en monosílabos prefijados,site:fundeu.es/recomendacion tilde en monosílabos prefijados,FundéuRAE,https://www.fundeu.es/recomendacion/tilde-megaplan-antigas-biogas-traspie-sobreuso-preve-superyo-repon/,Ortografía — FundéuRAE — tilde en monosílabos prefijados,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar tilde en monosílabos prefijados.",alta,¿Cómo se aplica correctamente el criterio de tilde en monosílabos prefijados en mi frase?,consulta directa,ortográfica,2026-06-25,"FundéuRAE. (s. f.). tilde en monosílabos prefijados. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/tilde-megaplan-antigas-biogas-traspie-sobreuso-preve-superyo-repon/"
ortotipografía,convenciones gráficas,"jazz, cursiva","site:fundeu.es/recomendacion jazz, cursiva",FundéuRAE,https://www.fundeu.es/recomendacion/jazz/,"Ortotipografía — FundéuRAE — jazz, cursiva",añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar jazz, cursiva.",media,"¿Cómo se aplica correctamente el criterio de jazz, cursiva en mi frase?",consulta directa,ortotipográfica,2026-06-25,"FundéuRAE. (s. f.). jazz, cursiva. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/jazz/"
léxico/semántica,precisión léxica y préstamos,combinado en deportes,site:fundeu.es/recomendacion combinado en deportes,FundéuRAE,https://www.fundeu.es/recomendacion/combinado-significado-en-deportes/,Léxico y semántica — FundéuRAE — combinado en deportes,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar combinado en deportes.",media,¿Cómo se aplica correctamente el criterio de combinado en deportes en mi frase?,guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). combinado en deportes. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/combinado-significado-en-deportes/"
estilo,adecuación y redacción,"estrecho de Ormuz, claves","site:fundeu.es/recomendacion estrecho de Ormuz, claves",FundéuRAE,https://www.fundeu.es/recomendacion/efectos-bloqueo-estrecho-ormuz-sector-agroalimentario/,"Estilo — FundéuRAE — estrecho de Ormuz, claves",añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar estrecho de Ormuz, claves.",media,"¿Cómo se aplica correctamente el criterio de estrecho de Ormuz, claves en mi frase?",guiado-aplicado,estilística,2026-06-25,"FundéuRAE. (s. f.). estrecho de Ormuz, claves. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/efectos-bloqueo-estrecho-ormuz-sector-agroalimentario/"
léxico/semántica,precisión léxica y préstamos,Mali y Malí,site:fundeu.es/recomendacion Mali y Malí,FundéuRAE,https://www.fundeu.es/recomendacion/mali-llana-aguda/,Léxico y semántica — FundéuRAE — Mali y Malí,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar Mali y Malí.",media,¿Cómo se aplica correctamente el criterio de Mali y Malí en mi frase?,guiado-aplicado,léxica,2026-06-25,"FundéuRAE. (s. f.). Mali y Malí. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/mali-llana-aguda/"
estilo,adecuación y redacción,"Chernóbil, claves","site:fundeu.es/recomendacion Chernóbil, claves",FundéuRAE,https://www.fundeu.es/recomendacion/40-anos-del-accidente-de-chernobil-claves-de-redaccion/,"Estilo — FundéuRAE — Chernóbil, claves",añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar Chernóbil, claves.",media,"¿Cómo se aplica correctamente el criterio de Chernóbil, claves en mi frase?",guiado-aplicado,estilística,2026-06-25,"FundéuRAE. (s. f.). Chernóbil, claves. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/40-anos-del-accidente-de-chernobil-claves-de-redaccion/"
ortografía,acentuación y grafías,petroyuán con tilde,site:fundeu.es/recomendacion petroyuán con tilde,FundéuRAE,https://www.fundeu.es/recomendacion/petroyuan-con-tilde/,Ortografía — FundéuRAE — petroyuán con tilde,añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar petroyuán con tilde.",alta,¿Cómo se aplica correctamente el criterio de petroyuán con tilde en mi frase?,consulta directa,ortográfica,2026-06-25,"FundéuRAE. (s. f.). petroyuán con tilde. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/petroyuan-con-tilde/"
estilo,adecuación y redacción,"música punk, claves","site:fundeu.es/recomendacion música punk, claves",FundéuRAE,https://www.fundeu.es/recomendacion/medio-siglo-de-musica-punk-claves-de-redaccion/,"Estilo — FundéuRAE — música punk, claves",añadida por URL directa,URL,,,"Criterio y ejemplos para diagnosticar, explicar y practicar música punk, claves.",media,"¿Cómo se aplica correctamente el criterio de música punk, claves en mi frase?",guiado-aplicado,estilística,2026-06-25,"FundéuRAE. (s. f.). música punk, claves. Recuperado el 25 de junio de 2026, de https://www.fundeu.es/recomendacion/medio-siglo-de-musica-punk-claves-de-redaccion/"
